"metro_nonmetro","county_name","state_abbr","value"
"Metropolitan","Durham County","NC",0.32700006565506
"Metropolitan","Edgecombe County","NC",0.27900297578421
"Metropolitan","Forsyth County","NC",0.35300053106745
"Metropolitan","Franklin County","NC",0.2840026716446
"Metropolitan","Gaston County","NC",0.32300055772448
"Metropolitan","Gates County","NC",0.26800930460333
"Metropolitan","Guilford County","NC",0.34700015268905
"Metropolitan","Henderson County","NC",0.2820022686216
"Metropolitan","Hoke County","NC",0.28300090310928
"Metropolitan","Iredell County","NC",0.30100132761775
"Metropolitan","Johnston County","NC",0.33900049189504
"Metropolitan","Lincoln County","NC",0.30200142670633
"Metropolitan","Madison County","NC",0.28100011326311
"Metropolitan","Mecklenburg County","NC",0.29800020850255
"Metropolitan","Moore County","NC",0.28700296663452
"Metropolitan","Nash County","NC",0.32900147243279
"Metropolitan","New Hanover County","NC",0.28500148107399
"Metropolitan","Onslow County","NC",0.30500174863244
"Metropolitan","Orange County","NC",0.25200116290338
"Metropolitan","Pender County","NC",0.29900537789857
"Metropolitan","Person County","NC",0.31100464481762
"Metropolitan","Pitt County","NC",0.38100081896321
"Metropolitan","Randolph County","NC",0.33700017914726
"Metropolitan","Rockingham County","NC",0.29400016666204
"Metropolitan","Rowan County","NC",0.32000087324805
"Metropolitan","Stokes County","NC",0.3
"Metropolitan","Union County","NC",0.31400091434543
"Metropolitan","Wake County","NC",0.27900030509394
"Metropolitan","Wayne County","NC",0.34000091477708
"Metropolitan","Yadkin County","NC",0.29400599741021
"Metropolitan","Burleigh County","ND",0.33300074359494
"Metropolitan","Cass County","ND",0.3340007613247
"Metropolitan","Grand Forks County","ND",0.3510050531322
"Metropolitan","Mchenry County","ND",0.36101873845342
"Metropolitan","Morton County","ND",0.35501268029799
"Metropolitan","Oliver County","ND",0.27312365975697
"Metropolitan","Renville County","ND",0.31704479348458
"Metropolitan","Ward County","ND",0.33300285264019
"Metropolitan","Cass County","NE",0.37400630914826
"Metropolitan","Dakota County","NE",0.4330089045351
"Metropolitan","Douglas County","NE",0.35300057270005
"Metropolitan","Hall County","NE",0.39400472466228
"Metropolitan","Howard County","NE",0.33802320762536
"Metropolitan","Lancaster County","NE",0.33600128775028
"Metropolitan","Merrick County","NE",0.36301369863014
"Metropolitan","Sarpy County","NE",0.36300206404106
"Metropolitan","Saunders County","NE",0.3460149585135
"Metropolitan","Seward County","NE",0.34402297946014
"Metropolitan","Washington County","NE",0.37201546947315
"Metropolitan","Hillsborough County","NH",0.31900078115217
"Metropolitan","Rockingham County","NH",0.29800037405318
"Metropolitan","Strafford County","NH",0.32100113918113
"Metropolitan","Atlantic County","NJ",0.3180014629197
"Metropolitan","Bergen County","NJ",0.25400022192632
"Metropolitan","Burlington County","NJ",0.30700003847232
"Metropolitan","Camden County","NJ",0.29900034113738
"Metropolitan","Cape May County","NJ",0.33500071384999
"Metropolitan","Cumberland County","NJ",0.38100023286224
"Metropolitan","Essex County","NJ",0.27800004756507
"Metropolitan","Gloucester County","NJ",0.3340011840721
"Metropolitan","Hudson County","NJ",0.26200025198891
"Metropolitan","Hunterdon County","NJ",0.26400124667634
"Metropolitan","Mercer County","NJ",0.25900042310503
"Metropolitan","Middlesex County","NJ",0.29800038468819
"Metropolitan","Monmouth County","NJ",0.28900000403973
"Metropolitan","Morris County","NJ",0.22600044814034
"Metropolitan","Ocean County","NJ",0.29900034671256
"Metropolitan","Passaic County","NJ",0.30200019529549
"Metropolitan","Salem County","NJ",0.3350063545218
"Metropolitan","Somerset County","NJ",0.27300077495119
"Metropolitan","Sussex County","NJ",0.28500139246675
"Metropolitan","Union County","NJ",0.27200060135964
"Metropolitan","Warren County","NJ",0.31800002284122
"Metropolitan","Bernalillo County","NM",0.28700007663129
"Metropolitan","Dona Ana County","NM",0.33100013306076
"Metropolitan","San Juan County","NM",0.339002474429
"Metropolitan","Sandoval County","NM",0.3
"Metropolitan","Santa Fe County","NM",0.21500011656914
"Metropolitan","Torrance County","NM",0.26501831501832
"Metropolitan","Valencia County","NM",0.33500473677088
"Metropolitan","Carson City","NV",0.30100193781379
"Metropolitan","Clark County","NV",0.3130001751863
"Metropolitan","Lyon County","NV",0.3490067724737
"Metropolitan","Storey County","NV",0.28400111296605
"Metropolitan","Washoe County","NV",0.26900008846932
"Metropolitan","Albany County","NY",0.31300035208275
"Metropolitan","Bronx County","NY",0.32900008130808
"Metropolitan","Broome County","NY",0.33400173495262
"Metropolitan","Chemung County","NY",0.31500159693389
"Metropolitan","Dutchess County","NY",0.29000008561571
"Metropolitan","Erie County","NY",0.32700007647432
"Metropolitan","Herkimer County","NY",0.35300408660117
"Metropolitan","Jefferson County","NY",0.37000023673122
"Metropolitan","Kings County","NY",0.25200000817477
"Metropolitan","Livingston County","NY",0.32000252397779
"Metropolitan","Madison County","NY",0.34900274367107
"Metropolitan","Monroe County","NY",0.31300038980113
"Metropolitan","Nassau County","NY",0.26700000284444
"Metropolitan","New York County","NY",0.1800001187659
"Metropolitan","Niagara County","NY",0.36200047697378
"Metropolitan","Oneida County","NY",0.35900172057213
"Metropolitan","Onondaga County","NY",0.35900081623463
"Metropolitan","Ontario County","NY",0.32800298602
"Metropolitan","Orange County","NY",0.3320009782545
"Metropolitan","Orleans County","NY",0.35300103707545
"Metropolitan","Oswego County","NY",0.38200013410219
"Metropolitan","Putnam County","NY",0.26500077865449
"Metropolitan","Queens County","NY",0.25400003259026
"Metropolitan","Rensselaer County","NY",0.32500121071238
"Metropolitan","Richmond County","NY",0.30900054687813
"Metropolitan","Rockland County","NY",0.27000060896572
"Metropolitan","Saratoga County","NY",0.313
"Metropolitan","Schenectady County","NY",0.341000520416
"Metropolitan","Schoharie County","NY",0.33800261592338
"Metropolitan","Suffolk County","NY",0.28200017226103
"Metropolitan","Tioga County","NY",0.32500671717986
"Metropolitan","Tompkins County","NY",0.26300079146723
"Metropolitan","Ulster County","NY",0.29000184480414
"Metropolitan","Warren County","NY",0.31600121163931
"Metropolitan","Washington County","NY",0.31600375039067
"Metropolitan","Wayne County","NY",0.35600330587934
"Metropolitan","Westchester County","NY",0.24200026961374
"Metropolitan","Allen County","OH",0.40500335075727
"Metropolitan","Ashtabula County","OH",0.42300428137871
"Metropolitan","Belmont County","OH",0.3850067868916
"Metropolitan","Brown County","OH",0.40700072797865
"Metropolitan","Butler County","OH",0.38400059672081
"Metropolitan","Carroll County","OH",0.32900774443369
"Metropolitan","Clark County","OH",0.38900120431976
"Metropolitan","Clermont County","OH",0.33600180801595
"Metropolitan","Cuyahoga County","OH",0.33800020764969
"Metropolitan","Delaware County","OH",0.32100115891299
"Metropolitan","Erie County","OH",0.35300154718927
"Metropolitan","Fairfield County","OH",0.33800155045085
"Metropolitan","Franklin County","OH",0.33100012714558
"Metropolitan","Fulton County","OH",0.33800923713967
"Metropolitan","Geauga County","OH",0.28400364746681
"Metropolitan","Greene County","OH",0.35900271423032
"Metropolitan","Hamilton County","OH",0.34000052098003
"Metropolitan","Hocking County","OH",0.34801457712149
"Metropolitan","Jefferson County","OH",0.40600506451224
"Metropolitan","Lake County","OH",0.3560003059708
"Metropolitan","Lawrence County","OH",0.41800664760709
"Metropolitan","Licking County","OH",0.35100254289305
"Metropolitan","Lorain County","OH",0.34500061827625
"Metropolitan","Lucas County","OH",0.37600088044777
"Metropolitan","Madison County","OH",0.325
"Metropolitan","Mahoning County","OH",0.37300006843222
"Metropolitan","Medina County","OH",0.33700000707079
"Metropolitan","Miami County","OH",0.30700278431184
"Metropolitan","Montgomery County","OH",0.36800047603581
"Metropolitan","Morrow County","OH",0.36800544337784
"Metropolitan","Ottawa County","OH",0.36800384412686
"Metropolitan","Perry County","OH",0.36900267510644
"Metropolitan","Pickaway County","OH",0.35500225859881
"Metropolitan","Portage County","OH",0.31800240274419
"Metropolitan","Richland County","OH",0.36900145902655
"Metropolitan","Stark County","OH",0.38400018274661
"Metropolitan","Summit County","OH",0.37800080686658
"Metropolitan","Trumbull County","OH",0.39200224218136
"Metropolitan","Union County","OH",0.37900462649296
"Metropolitan","Warren County","OH",0.31800123980633
"Metropolitan","Wood County","OH",0.3510000499276
"Metropolitan","Canadian County","OK",0.38800015740595
"Metropolitan","Cleveland County","OK",0.3510015003915
"Metropolitan","Comanche County","OK",0.41600184901236
"Metropolitan","Cotton County","OK",0.31402469135802
"Metropolitan","Creek County","OK",0.35900279029052
"Metropolitan","Garfield County","OK",0.3930051988387
"Metropolitan","Grady County","OK",0.36000799604901
"Metropolitan","Lincoln County","OK",0.36200922444866
"Metropolitan","Logan County","OK",0.38900549977295
"Metropolitan","Mcclain County","OK",0.3470064842546
"Metropolitan","Oklahoma County","OK",0.36800008903561
"Metropolitan","Okmulgee County","OK",0.36400337651852
"Metropolitan","Osage County","OK",0.40800011247961
"Metropolitan","Pawnee County","OK",0.30400305966344
"Metropolitan","Rogers County","OK",0.40400101528268
"Metropolitan","Sequoyah County","OK",0.39500672043011
"Metropolitan","Tulsa County","OK",0.35200062980173
"Metropolitan","Wagoner County","OK",0.35000225798197
"Metropolitan","Benton County","OR",0.23100039077765
"Metropolitan","Clackamas County","OR",0.32700039933302
"Metropolitan","Columbia County","OR",0.32000095095452
"Metropolitan","Crook County","OR",0.32100014112998
"Metropolitan","Deschutes County","OR",0.2440008659102
"Metropolitan","Jackson County","OR",0.3110000933794
"Metropolitan","Jefferson County","OR",0.30600922901436
"Metropolitan","Josephine County","OR",0.29700132633643
"Metropolitan","Lane County","OR",0.32900107198813
"Metropolitan","Linn County","OR",0.39300387674354
"Metropolitan","Marion County","OR",0.41500023348484
"Metropolitan","Multnomah County","OR",0.2760002067449
"Metropolitan","Polk County","OR",0.32600386641678
"Metropolitan","Washington County","OR",0.32700006754593
"Metropolitan","Yamhill County","OR",0.35100369146138
"Metropolitan","Bristol County","RI",0.23900083643829
"Metropolitan","Kent County","RI",0.32300136167362
"Metropolitan","Newport County","RI",0.26600324879634
"Metropolitan","Providence County","RI",0.32700038795641
"Metropolitan","Washington County","RI",0.25900055748861
"Metropolitan","Aiken County","SC",0.34100062955968
"Metropolitan","Anderson County","SC",0.36400104844044
"Metropolitan","Beaufort County","SC",0.26400125687353
"Metropolitan","Berkeley County","SC",0.37200139470014
"Metropolitan","Calhoun County","SC",0.31802320432203
"Metropolitan","Charleston County","SC",0.27700020118368
"Metropolitan","Chester County","SC",0.33601322934956
"Metropolitan","Darlington County","SC",0.41500266269038
"Metropolitan","Dorchester County","SC",0.35100124907513
"Metropolitan","Edgefield County","SC",0.32200596802209
"Metropolitan","Fairfield County","SC",0.29900030478513
"Metropolitan","Florence County","SC",0.38700198517994
"Metropolitan","Greenville County","SC",0.31100044272672
"Metropolitan","Horry County","SC",0.31700020334423
"Metropolitan","Jasper County","SC",0.27400854859692
"Metropolitan","Kershaw County","SC",0.32500095965606
"Metropolitan","Lancaster County","SC",0.33200139444865
"Metropolitan","Laurens County","SC",0.35900672272127
"Metropolitan","Lexington County","SC",0.36400001721993
"Metropolitan","Pickens County","SC",0.33800292825769
"Metropolitan","Richland County","SC",0.33800044378229
"Metropolitan","Saluda County","SC",0.39500377980895
"Metropolitan","Spartanburg County","SC",0.35900034476096
"Metropolitan","Sumter County","SC",0.40400025950435
"Metropolitan","Union County","SC",0.36201678226706
"Metropolitan","York County","SC",0.34900134781861
"Metropolitan","Custer County","SD",0.29401189860321
"Metropolitan","Lincoln County","SD",0.33800060794893
"Metropolitan","Mccook County","SD",0.31501613303549
"Metropolitan","Meade County","SD",0.30201142185269
"Metropolitan","Minnehaha County","SD",0.35500139945888
"Metropolitan","Pennington County","SD",0.32900289050231
"Metropolitan","Turner County","SD",0.28403963414634
"Metropolitan","Union County","SD",0.29501608978887
"Metropolitan","Anderson County","TN",0.38300114769733
"Metropolitan","Blount County","TN",0.31200278440732
"Metropolitan","Bradley County","TN",0.40200170357751
"Metropolitan","Campbell County","TN",0.32500240500241
"Metropolitan","Cannon County","TN",0.28701479547433
"Metropolitan","Carter County","TN",0.33700558805553
"Metropolitan","Cheatham County","TN",0.3400061633282
"Metropolitan","Chester County","TN",0.28900145828536
"Metropolitan","Crockett County","TN",0.29402241594022
"Metropolitan","Davidson County","TN",0.28600036871878
"Metropolitan","Dickson County","TN",0.29900217325263
"Metropolitan","Fayette County","TN",0.2750021132118
"Metropolitan","Gibson County","TN",0.32600005337176
"Metropolitan","Grainger County","TN",0.34101224322524
"Metropolitan","Hamblen County","TN",0.33500153264535
"Metropolitan","Hamilton County","TN",0.31800107893769
"Metropolitan","Hawkins County","TN",0.336
"Metropolitan","Hickman County","TN",0.3000050205844
"Metropolitan","Jefferson County","TN",0.30800459678667
"Metropolitan","Knox County","TN",0.3410007852695
"Metropolitan","Loudon County","TN",0.29900124326564
"Metropolitan","Macon County","TN",0.35000765970485
"Metropolitan","Madison County","TN",0.40600192169759
"Metropolitan","Marion County","TN",0.3300021896212
"Metropolitan","Maury County","TN",0.32400100527771
"Metropolitan","Montgomery County","TN",0.36900009398717
"Metropolitan","Morgan County","TN",0.29601560652637
"Metropolitan","Polk County","TN",0.32801368906272
"Metropolitan","Roane County","TN",0.31000650647282
"Metropolitan","Robertson County","TN",0.29000423101333
"Metropolitan","Rutherford County","TN",0.33800058473395
"Metropolitan","Sequatchie County","TN",0.29901071723001
"Metropolitan","Shelby County","TN",0.37500026622003
"Metropolitan","Smith County","TN",0.29501349440946
"Metropolitan","Stewart County","TN",0.26700581395349
"Metropolitan","Sullivan County","TN",0.38100295767943
"Metropolitan","Sumner County","TN",0.37300163653566
"Metropolitan","Tipton County","TN",0.39600329446443
"Metropolitan","Trousdale County","TN",0.26802276559865
"Metropolitan","Unicoi County","TN",0.26500875656743
"Metropolitan","Union County","TN",0.30900150338261
"Metropolitan","Washington County","TN",0.32600172239765
"Metropolitan","Williamson County","TN",0.272001132984
"Metropolitan","Wilson County","TN",0.27000180085786
"Metropolitan","Aransas County","TX",0.31000490196078
"Metropolitan","Archer County","TX",0.33101926753934
"Metropolitan","Armstrong County","TX",0.31921965317919
"Metropolitan","Atascosa County","TX",0.34600426066532
"Metropolitan","Austin County","TX",0.30900238135737
"Metropolitan","Bandera County","TX",0.31300385178755
"Metropolitan","Bastrop County","TX",0.3720042511735
"Metropolitan","Bell County","TX",0.40800145892222
"Metropolitan","Bexar County","TX",0.33200017161206
"Metropolitan","Bosque County","TX",0.31601931841371
"Metropolitan","Bowie County","TX",0.30800124027345
"Metropolitan","Brazoria County","TX",0.3700012496442
"Metropolitan","Brazos County","TX",0.26700130526077
"Metropolitan","Burleson County","TX",0.30301449668067
"Metropolitan","Caldwell County","TX",0.3390067070356
"Metropolitan","Callahan County","TX",0.31502368804665
"Metropolitan","Cameron County","TX",0.38100088301127
"Metropolitan","Carson County","TX",0.31602197299153
"Metropolitan","Chambers County","TX",0.32300031952285
"Metropolitan","Clay County","TX",0.32403557264752
"Metropolitan","Cochran County","TX",0.33306863301191
"Metropolitan","Collin County","TX",0.31200002297689
"Metropolitan","Comal County","TX",0.34700012244398
"Metropolitan","Coryell County","TX",0.35100526118001
"Metropolitan","Crosby County","TX",0.32405714285714
"Metropolitan","Dallas County","TX",0.32400004432521
"Metropolitan","Denton County","TX",0.31400017314749
"Metropolitan","Ector County","TX",0.33600120423672
"Metropolitan","El Paso County","TX",0.33100038877928
"Metropolitan","Ellis County","TX",0.3510018617273
"Metropolitan","Falls County","TX",0.32201177180803
"Metropolitan","Fort Bend County","TX",0.28700009038779
"Metropolitan","Galveston County","TX",0.37000044797181
"Metropolitan","Garza County","TX",0.33604817895039
"Metropolitan","Goliad County","TX",0.33705819350232
"Metropolitan","Grayson County","TX",0.30500078789059
"Metropolitan","Gregg County","TX",0.31200257451672
"Metropolitan","Guadalupe County","TX",0.33500100678863
"Metropolitan","Hardin County","TX",0.32000518635517
"Metropolitan","Harris County","TX",0.33400006803317
"Metropolitan","Harrison County","TX",0.3210016655692
"Metropolitan","Hays County","TX",0.30800101819789
"Metropolitan","Hidalgo County","TX",0.42800050432882
"Metropolitan","Hockley County","TX",0.29700139008407
"Metropolitan","Hudspeth County","TX",0.3280297901151
"Metropolitan","Hunt County","TX",0.35000305015678
"Metropolitan","Irion County","TX",0.32610198789974
"Metropolitan","Jefferson County","TX",0.35200052272777
"Metropolitan","Johnson County","TX",0.36300116121674
"Metropolitan","Jones County","TX",0.32801551703237
"Metropolitan","Kaufman County","TX",0.33600150732466
"Metropolitan","Kendall County","TX",0.32800722834769
"Metropolitan","Lampasas County","TX",0.31101514301739
"Metropolitan","Liberty County","TX",0.33100441501104
"Metropolitan","Lubbock County","TX",0.34500058130272
"Metropolitan","Lynn County","TX",0.32202291978077
"Metropolitan","Martin County","TX",0.3330701754386
"Metropolitan","Maverick County","TX",0.3680065196246
"Metropolitan","Mclennan County","TX",0.30300127680911
"Metropolitan","Medina County","TX",0.33100396107389
"Metropolitan","Midland County","TX",0.32100207491175
"Metropolitan","Montgomery County","TX",0.31700014476366
"Metropolitan","Nueces County","TX",0.37600064719434
"Metropolitan","Oldham County","TX",0.32615047479912
"Metropolitan","Orange County","TX",0.38000226163937
"Metropolitan","Parker County","TX",0.36600081821472
"Metropolitan","Potter County","TX",0.31800360244769
"Metropolitan","Randall County","TX",0.32600210095649
"Metropolitan","Robertson County","TX",0.3150023551578
"Metropolitan","Rockwall County","TX",0.3170020692391
"Metropolitan","Rusk County","TX",0.31600300714196
"Metropolitan","San Jacinto County","TX",0.29700366068604
"Metropolitan","San Patricio County","TX",0.38300219008346
"Metropolitan","Smith County","TX",0.33600020086596
"Metropolitan","Tarrant County","TX",0.34000019013937
"Metropolitan","Taylor County","TX",0.297001671542
"Metropolitan","Tom Green County","TX",0.32400338979169
"Metropolitan","Travis County","TX",0.27800007316782
"Metropolitan","Upshur County","TX",0.31500639965036
"Metropolitan","Victoria County","TX",0.31500256247927
"Metropolitan","Waller County","TX",0.32400570469027
"Metropolitan","Webb County","TX",0.35200018121687
"Metropolitan","Wichita County","TX",0.31300201858783
"Metropolitan","Williamson County","TX",0.31300045341632
"Metropolitan","Wilson County","TX",0.35200317925536
"Metropolitan","Wise County","TX",0.34400399208586
"Metropolitan","Cache County","UT",0.29000306168773
"Metropolitan","Davis County","UT",0.32300121833515
"Metropolitan","Juab County","UT",0.33301773729626
"Metropolitan","Morgan County","UT",0.24400623351714
"Metropolitan","Salt Lake County","UT",0.30000023265634
"Metropolitan","Tooele County","UT",0.38900100539256
"Metropolitan","Utah County","UT",0.29700042746701
"Metropolitan","Washington County","UT",0.30600070310176
"Metropolitan","Weber County","UT",0.34600141287365
"Metropolitan","Albemarle County","VA",0.25800216290056
"Metropolitan","Alexandria City","VA",0.265001553822
"Metropolitan","Amelia County","VA",0.31201264488936
"Metropolitan","Amherst County","VA",0.26000901713255
"Metropolitan","Appomattox County","VA",0.29501324606514
"Metropolitan","Arlington County","VA",0.22500013266893
"Metropolitan","Augusta County","VA",0.36100405841562
"Metropolitan","Bedford County","VA",0.32200018690424
"Metropolitan","Botetourt County","VA",0.311004784689
"Metropolitan","Bristol City","VA",0.29601250381214
"Metropolitan","Campbell County","VA",0.31600137252659
"Metropolitan","Charles City County","VA",0.28303925099028
"Metropolitan","Charlottesville City","VA",0.25500638286063
"Metropolitan","Chesapeake City","VA",0.3920002567449
"Metropolitan","Chesterfield County","VA",0.36200023957497
"Metropolitan","Clarke County","VA",0.26201773107864
"Metropolitan","Colonial Heights City","VA",0.30700878891703
"Metropolitan","Craig County","VA",0.28904629395396
"Metropolitan","Culpeper County","VA",0.34200459448662
"Metropolitan","Dinwiddie County","VA",0.33301005909152
"Metropolitan","Fairfax City","VA",0.31001378549766
"Metropolitan","Fairfax County","VA",0.24100009094704
"Metropolitan","Falls Church City","VA",0.27802177523528
"Metropolitan","Fauquier County","VA",0.29000160316358
"Metropolitan","Floyd County","VA",0.26400128194856
"Metropolitan","Fluvanna County","VA",0.33100424960859
"Metropolitan","Franklin County","VA",0.29200465084468
"Metropolitan","Frederick County","VA",0.34300111827482
"Metropolitan","Fredericksburg City","VA",0.28301032677889
"Metropolitan","Giles County","VA",0.29200557750407
"Metropolitan","Gloucester County","VA",0.33600957701516
"Metropolitan","Goochland County","VA",0.2680060923711
"Metropolitan","Greene County","VA",0.3160175879397
"Metropolitan","Hampton City","VA",0.37700198799483
"Metropolitan","Hanover County","VA",0.31000333713076
"Metropolitan","Harrisonburg City","VA",0.27100501537865
"Metropolitan","Henrico County","VA",0.3290000588316
"Metropolitan","Hopewell City","VA",0.29000669466253
"Metropolitan","Isle Of Wight County","VA",0.31400025618035
"Metropolitan","James City County","VA",0.28
"Metropolitan","King And Queen County","VA",0.29102070734836
"Metropolitan","King William County","VA",0.30000698616739
"Metropolitan","Loudoun County","VA",0.28800083291954
"Metropolitan","Lynchburg City","VA",0.30800405791121
"Metropolitan","Manassas City","VA",0.27000430734568
"Metropolitan","Manassas Park City","VA",0.27600553655756
"Metropolitan","Mathews County","VA",0.28901488306166
"Metropolitan","Montgomery County","VA",0.2770016830969
"Metropolitan","Nelson County","VA",0.27800927878532
"Metropolitan","New Kent County","VA",0.30400563216158
"Metropolitan","Newport News City","VA",0.38000029666548
"Metropolitan","Norfolk City","VA",0.37500028318023
"Metropolitan","Petersburg City","VA",0.36501187843041
"Metropolitan","Poquoson City","VA",0.27200592467203
"Metropolitan","Portsmouth City","VA",0.38300183577413
"Metropolitan","Powhatan County","VA",0.33401225174607
"Metropolitan","Prince George County","VA",0.34200067054772
"Metropolitan","Prince William County","VA",0.32900051831128
"Metropolitan","Pulaski County","VA",0.31500092030186
"Metropolitan","Radford City","VA",0.28300350191384
"Metropolitan","Rappahannock County","VA",0.27801175318315
"Metropolitan","Richmond City","VA",0.301
"Metropolitan","Roanoke City","VA",0.35100476514636
"Metropolitan","Roanoke County","VA",0.34000393855849
"Metropolitan","Rockingham County","VA",0.30100256792705
"Metropolitan","Salem City","VA",0.27901406274146
"Metropolitan","Scott County","VA",0.31401270174212
"Metropolitan","Spotsylvania County","VA",0.3630001184521
"Metropolitan","Stafford County","VA",0.3520002374169
"Metropolitan","Staunton City","VA",0.27400099157164
"Metropolitan","Suffolk City","VA",0.37800128054637
"Metropolitan","Surry County","VA",0.27701213818861
"Metropolitan","Sussex County","VA",0.33203248364539
"Metropolitan","Virginia Beach City","VA",0.33400031825481
"Metropolitan","Warren County","VA",0.3290066764881
"Metropolitan","Washington County","VA",0.35000691850007
"Metropolitan","Waynesboro City","VA",0.26300063572791
"Metropolitan","Williamsburg City","VA",0.25500687049124
"Metropolitan","Winchester City","VA",0.26900388990103
"Metropolitan","York County","VA",0.29400131591315
"Metropolitan","Chittenden County","VT",0.23000142613734
"Metropolitan","Franklin County","VT",0.35
"Metropolitan","Grand Isle County","VT",0.29000164717509
"Metropolitan","Asotin County","WA",0.325
"Metropolitan","Benton County","WA",0.36600128240834
"Metropolitan","Chelan County","WA",0.25900003304583
"Metropolitan","Clark County","WA",0.34600015733924
"Metropolitan","Cowlitz County","WA",0.39800390794108
"Metropolitan","Douglas County","WA",0.34900148489348
"Metropolitan","Franklin County","WA",0.34500113938473
"Metropolitan","King County","WA",0.23500000280392
"Metropolitan","Kitsap County","WA",0.31700137299771
"Metropolitan","Pierce County","WA",0.36900037632756
"Metropolitan","Skagit County","WA",0.32100191919689
"Metropolitan","Skamania County","WA",0.30701482414495
"Metropolitan","Snohomish County","WA",0.31500048896416
"Metropolitan","Spokane County","WA",0.33000059538694
"Metropolitan","Stevens County","WA",0.32400106058597
"Metropolitan","Thurston County","WA",0.31700041502386
"Metropolitan","Walla Walla County","WA",0.31200540726118
"Metropolitan","Whatcom County","WA",0.25300023591505
"Metropolitan","Yakima County","WA",0.37500113812255
"Metropolitan","Brown County","WI",0.37000079003763
"Metropolitan","Calumet County","WI",0.29200356497413
"Metropolitan","Chippewa County","WI",0.37800069919204
"Metropolitan","Columbia County","WI",0.30600172616018
"Metropolitan","Dane County","WI",0.29900060535276
"Metropolitan","Douglas County","WI",0.36200669662021
"Metropolitan","Eau Claire County","WI",0.28600162658866
"Metropolitan","Fond Du Lac County","WI",0.41700268986148
"Metropolitan","Green County","WI",0.3850088245676
"Metropolitan","Iowa County","WI",0.3500136069232
"Metropolitan","Kenosha County","WI",0.40600014190324
"Metropolitan","Kewaunee County","WI",0.36901293992624
"Metropolitan","La Crosse County","WI",0.3450022751403
"Metropolitan","Marathon County","WI",0.35100279984001
"Metropolitan","Milwaukee County","WI",0.372000082791
"Metropolitan","Oconto County","WI",0.36800191509735
"Metropolitan","Outagamie County","WI",0.35500110414884
"Metropolitan","Ozaukee County","WI",0.27000307546062
"Metropolitan","Pierce County","WI",0.28600395647873
"Metropolitan","Racine County","WI",0.39300099889312
"Metropolitan","Rock County","WI",0.38100066087461
"Metropolitan","Sheboygan County","WI",0.35400215342606
"Metropolitan","St. Croix County","WI",0.33600366534307
"Metropolitan","Vernon County","WI",0.33301386350466
"Metropolitan","Washington County","WI",0.33900122807511
"Metropolitan","Waukesha County","WI",0.32100069230285
"Metropolitan","Winnebago County","WI",0.38000166350349
"Metropolitan","Berkeley County","WV",0.37200273507024
"Metropolitan","Boone County","WV",0.40901013640345
"Metropolitan","Brooke County","WV",0.33500931098696
"Metropolitan","Cabell County","WV",0.40800192408358
"Metropolitan","Clay County","WV",0.31104325699746
"Metropolitan","Fayette County","WV",0.367001846235
"Metropolitan","Hampshire County","WV",0.32900078678206
"Metropolitan","Hancock County","WV",0.40001337494427
"Metropolitan","Jefferson County","WV",0.34200244466757
"Metropolitan","Kanawha County","WV",0.39700084061255
"Metropolitan","Marshall County","WV",0.34300602229531
"Metropolitan","Monongalia County","WV",0.31400341576061
"Metropolitan","Morgan County","WV",0.32900805779383
"Metropolitan","Ohio County","WV",0.3440047773203
"Metropolitan","Preston County","WV",0.35600802773217
"Metropolitan","Putnam County","WV",0.38100645633958
"Metropolitan","Raleigh County","WV",0.38500332142408
"Metropolitan","Wayne County","WV",0.40101068536038
"Metropolitan","Wirt County","WV",0.31004173187272
"Metropolitan","Wood County","WV",0.40000467566472
"Metropolitan","Laramie County","WY",0.32800256316368
"Metropolitan","Natrona County","WY",0.36200077418921
"Nonmetropolitan","Northeastern Connecticut Planning","CT",0.32000181234466
"Nonmetropolitan","Northwest Hills Planning Region","CT",0.264
"Nonmetropolitan","Aleutians East Borough","AK",0.27206565500155
"Nonmetropolitan","Aleutians West Census Area","AK",0.29605995717345
"Nonmetropolitan","Bethel Census Area","AK",0.32601995367896
"Nonmetropolitan","Bristol Bay Borough","AK",0.28723076923077
"Nonmetropolitan","Chugach Census Area","AK",0.29701318851823
"Nonmetropolitan","Copper River Census Area","AK",0.25005170630817
"Nonmetropolitan","Denali Borough","AK",0.20908379013312
"Nonmetropolitan","Dillingham Census Area","AK",0.2990532158015
"Nonmetropolitan","Haines Borough","AK",0.25106888361045
"Nonmetropolitan","Hoonah-Angoon Census Area","AK",0.24106175514626
"Nonmetropolitan","Juneau City And Borough","AK",0.30701020034949
"Nonmetropolitan","Kenai Peninsula Borough","AK",0.30100176655608
"Nonmetropolitan","Ketchikan Gateway Borough","AK",0.37500930405657
"Nonmetropolitan","Kodiak Island Borough","AK",0.30102040816327
"Nonmetropolitan","Kusilvak Census Area","AK",0.24404571428571
"Nonmetropolitan","Lake And Peninsula Borough","AK",0.2502169197397
"Nonmetropolitan","Nome Census Area","AK",0.33902950185394
"Nonmetropolitan","North Slope Borough","AK",0.37602962193062
"Nonmetropolitan","Northwest Arctic Borough","AK",0.31003914344923
"Nonmetropolitan","Petersburg Borough","AK",0.21702925731433
"Nonmetropolitan","Prince Of Wales-Hyder Census Area","AK",0.29005320379366
"Nonmetropolitan","Sitka City And Borough","AK",0.25801282051282
"Nonmetropolitan","Skagway Municipality","AK",0.25509309967141
